product_id,product_name,brand,product_form,ingredient_position,raw_ingredient,normalized_ingredient
P00015,naturium multi-peptide moisturizer,naturium,cream,39,Sorbitan Palmitate,sorbitan palmitate
P00015,naturium multi-peptide moisturizer,naturium,cream,40,Sodium Hydroxide,sodium hydroxide
P00015,naturium multi-peptide moisturizer,naturium,cream,41,Sodium Benzoate,sodium benzoate
P00015,naturium multi-peptide moisturizer,naturium,cream,42,Carbomer,carbomer
P00015,naturium multi-peptide moisturizer,naturium,cream,43,Sodium Lactate,sodium lactate
P00015,naturium multi-peptide moisturizer,naturium,cream,44,Phenoxyethanol,phenoxyethanol
P00015,naturium multi-peptide moisturizer,naturium,cream,45,Polysorbate 20,polysorbate 20
P00015,naturium multi-peptide moisturizer,naturium,cream,46,Citric Acid,citric acid
P00015,naturium multi-peptide moisturizer,naturium,cream,47,Ethylhexylglycerin,ethylhexylglycerin
P00015,naturium multi-peptide moisturizer,naturium,cream,48,Potassium Sorbate,potassium sorbate
P00016,the dewy milk moisturizer,tatcha,milk,1,Aqua/water/eau,water
P00016,the dewy milk moisturizer,tatcha,milk,2,Saccharomyces/rice Ferment Filtrate,saccharomyces/rice ferment filtrate
P00016,the dewy milk moisturizer,tatcha,milk,3,Glycerin,glycerin
P00016,the dewy milk moisturizer,tatcha,milk,4,Dimethicone,dimethicone
P00016,the dewy milk moisturizer,tatcha,milk,5,Squalane,squalane
P00016,the dewy milk moisturizer,tatcha,milk,6,Diisostearyl Malate,diisostearyl malate
P00016,the dewy milk moisturizer,tatcha,milk,7,Propanediol,propanediol
P00016,the dewy milk moisturizer,tatcha,milk,8,Solanum Lycopersicum (Tomato) Seed Oil,solanum lycopersicum (tomato) seed oil
P00016,the dewy milk moisturizer,tatcha,milk,9,Dipentaerythrityl Hexahydroxystearate,dipentaerythrityl hexahydroxystearate
P00016,the dewy milk moisturizer,tatcha,milk,10,Bis-diglyceryl Polyacyladipate-2,bis-diglyceryl polyacyladipate-2
P00016,the dewy milk moisturizer,tatcha,milk,11,Pentylene Glycol,pentylene glycol
P00016,the dewy milk moisturizer,tatcha,milk,12,Tridecyl Trimellitate,tridecyl trimellitate
P00016,the dewy milk moisturizer,tatcha,milk,13,Peg-60 Glyceryl Isostearate,peg-60 glyceryl isostearate
P00016,the dewy milk moisturizer,tatcha,milk,14,Inositol,inositol
P00016,the dewy milk moisturizer,tatcha,milk,15,Camellia Sinensis Leaf Extract,camellia sinensis leaf extract
P00016,the dewy milk moisturizer,tatcha,milk,16,Cladosiphon Okamuranus Extract,cladosiphon okamuranus extract
P00016,the dewy milk moisturizer,tatcha,milk,17,Chondrus Crispus Extract,chondrus crispus extract
P00016,the dewy milk moisturizer,tatcha,milk,18,Hydrolyzed Sodium Hyaluronate,hydrolyzed sodium hyaluronate
P00016,the dewy milk moisturizer,tatcha,milk,19,Zinc Hydrolyzed Hyaluronate,zinc hydrolyzed hyaluronate
P00016,the dewy milk moisturizer,tatcha,milk,20,Epigallocatechin Gallatyl Glucoside,epigallocatechin gallatyl glucoside
P00016,the dewy milk moisturizer,tatcha,milk,21,Sodium Hyaluronate,sodium hyaluronate
P00016,the dewy milk moisturizer,tatcha,milk,22,Oryza Sativa (Rice) Bran Extract,oryza sativa (rice) bran extract
P00016,the dewy milk moisturizer,tatcha,milk,23,Ammonium Acryloyldimethyltaurate/vp Copolymer,ammonium acryloyldimethyltaurate/vp copolymer
P00016,the dewy milk moisturizer,tatcha,milk,24,Dimethicone/vinyl Dimethicone Crosspolymer,dimethicone/vinyl dimethicone crosspolymer
P00016,the dewy milk moisturizer,tatcha,milk,25,Acrylates/c10-30 Alkyl Acrylate Crosspolymer,acrylates/c10-30 alkyl acrylate crosspolymer
P00016,the dewy milk moisturizer,tatcha,milk,26,Arginine,arginine
P00016,the dewy milk moisturizer,tatcha,milk,27,Tocopherol,tocopherol
P00016,the dewy milk moisturizer,tatcha,milk,28,Butylene Glycol,butylene glycol
P00016,the dewy milk moisturizer,tatcha,milk,29,Gluconolactone,gluconolactone
P00016,the dewy milk moisturizer,tatcha,milk,30,T-butyl Alcohol,t-butyl alcohol
P00016,the dewy milk moisturizer,tatcha,milk,31,Ethylhexylglycerin,ethylhexylglycerin
P00016,the dewy milk moisturizer,tatcha,milk,32,Parfum/fragrance,fragrance
P00016,the dewy milk moisturizer,tatcha,milk,33,Citrus Aurantium Bergamia Peel Oil,citrus aurantium bergamia peel oil
P00016,the dewy milk moisturizer,tatcha,milk,34,Citrus Limon Peel Oil,citrus limon peel oil
P00016,the dewy milk moisturizer,tatcha,milk,35,Limonene,limonene
P00016,the dewy milk moisturizer,tatcha,milk,36,Linalool,linalool
P00016,the dewy milk moisturizer,tatcha,milk,37,Linalyl Acetate,linalyl acetate
P00016,the dewy milk moisturizer,tatcha,milk,38,Pinene,pinene
P00016,the dewy milk moisturizer,tatcha,milk,39,Sodium Benzoate,sodium benzoate
P00016,the dewy milk moisturizer,tatcha,milk,40,Phenoxyethanol,phenoxyethanol
P00016,the dewy milk moisturizer,tatcha,milk,41,Violet 2 (Ci 60725),violet 2 (ci 60725)
P00017,"calm + restore oat gel moisturizer, sensitive skin",aveeno,gel_cream,1,Water,water
P00017,"calm + restore oat gel moisturizer, sensitive skin",aveeno,gel_cream,2,Glycerin,glycerin
P00017,"calm + restore oat gel moisturizer, sensitive skin",aveeno,gel_cream,3,Dimethicone,dimethicone
P00017,"calm + restore oat gel moisturizer, sensitive skin",aveeno,gel_cream,4,Cetearyl Olivate,cetearyl olivate
P00017,"calm + restore oat gel moisturizer, sensitive skin",aveeno,gel_cream,5,Avena Sativa (Oat) Kernel Flour,avena sativa (oat) kernel flour
P00017,"calm + restore oat gel moisturizer, sensitive skin",aveeno,gel_cream,6,Sorbitan Olivate,sorbitan olivate
P00017,"calm + restore oat gel moisturizer, sensitive skin",aveeno,gel_cream,7,Polyacrylamide,polyacrylamide
P00017,"calm + restore oat gel moisturizer, sensitive skin",aveeno,gel_cream,8,Synthetic Beeswax,synthetic beeswax
P00017,"calm + restore oat gel moisturizer, sensitive skin",aveeno,gel_cream,9,Phenoxyethanol,phenoxyethanol
P00017,"calm + restore oat gel moisturizer, sensitive skin",aveeno,gel_cream,10,C13-14 Isoparaffin,c13-14 isoparaffin
P00017,"calm + restore oat gel moisturizer, sensitive skin",aveeno,gel_cream,11,Butylene Glycol,butylene glycol
P00017,"calm + restore oat gel moisturizer, sensitive skin",aveeno,gel_cream,12,Dimethicone Crosspolymer,dimethicone crosspolymer
P00017,"calm + restore oat gel moisturizer, sensitive skin",aveeno,gel_cream,13,Panthenol,panthenol
P00017,"calm + restore oat gel moisturizer, sensitive skin",aveeno,gel_cream,14,Chlorphenesin,chlorphenesin
P00017,"calm + restore oat gel moisturizer, sensitive skin",aveeno,gel_cream,15,Dimethiconol,dimethiconol
P00017,"calm + restore oat gel moisturizer, sensitive skin",aveeno,gel_cream,16,Carbomer,carbomer
P00017,"calm + restore oat gel moisturizer, sensitive skin",aveeno,gel_cream,17,Laureth-7,laureth-7
P00017,"calm + restore oat gel moisturizer, sensitive skin",aveeno,gel_cream,18,Chrysanthemum Parthenium (Feverfew) Flower/Leaf/Stem Juice,chrysanthemum parthenium (feverfew) flower/leaf/stem juice
P00017,"calm + restore oat gel moisturizer, sensitive skin",aveeno,gel_cream,19,Ethylhexylglycerin,ethylhexylglycerin
P00017,"calm + restore oat gel moisturizer, sensitive skin",aveeno,gel_cream,20,Sodium Hydroxide,sodium hydroxide
P00017,"calm + restore oat gel moisturizer, sensitive skin",aveeno,gel_cream,21,Avena Sativa (Oat) Kernel Extract,avena sativa (oat) kernel extract
P00017,"calm + restore oat gel moisturizer, sensitive skin",aveeno,gel_cream,22,Centella Asiatica Extract,centella asiatica extract
P00018,daily hydrating lotion,cetaphil,lotion,1,Water,water
P00018,daily hydrating lotion,cetaphil,lotion,2,Dicaprylyl Carbonate,dicaprylyl carbonate
P00018,daily hydrating lotion,cetaphil,lotion,3,Hydroxyethyl Urea,hydroxyethyl urea
P00018,daily hydrating lotion,cetaphil,lotion,4,Cyclopentasiloxane,cyclopentasiloxane
P00018,daily hydrating lotion,cetaphil,lotion,5,Glycerin,glycerin
P00018,daily hydrating lotion,cetaphil,lotion,6,Glyceryl Stearate,glyceryl stearate
P00018,daily hydrating lotion,cetaphil,lotion,7,PEG-100 Stearate,peg-100 stearate
P00018,daily hydrating lotion,cetaphil,lotion,8,Hydrolyzed Hyaluronic Acid,hydrolyzed hyaluronic acid
P00018,daily hydrating lotion,cetaphil,lotion,9,Sodium Hydroxide,sodium hydroxide
P00018,daily hydrating lotion,cetaphil,lotion,10,Homarine HCI,homarine hcl
P00018,daily hydrating lotion,cetaphil,lotion,11,Sodium PCA,sodium pca
P00018,daily hydrating lotion,cetaphil,lotion,12,Cetyl Alcohol,cetyl alcohol
P00018,daily hydrating lotion,cetaphil,lotion,13,Caprylyl Glycol,caprylyl glycol
P00018,daily hydrating lotion,cetaphil,lotion,14,Phenoxyethanol,phenoxyethanol
P00018,daily hydrating lotion,cetaphil,lotion,15,Acrylates/C10-30 Alkyl Acrylate Crosspolymer,acrylates/c10-30 alkyl acrylate crosspolymer
P00018,daily hydrating lotion,cetaphil,lotion,16,Erythritol,erythritol
P00019,moisturising gel cream,byoma,gel_cream,1,Aqua,water
P00019,moisturising gel cream,byoma,gel_cream,2,Glycerin,glycerin
P00019,moisturising gel cream,byoma,gel_cream,3,Caprylic/Capric Triglyceride,caprylic/capric triglyceride
P00019,moisturising gel cream,byoma,gel_cream,4,Pentaerythrityl Tetraethylhexanoate,pentaerythrityl tetraethylhexanoate
P00019,moisturising gel cream,byoma,gel_cream,5,Polyglyceryl-3 Methylglucose Distearate,polyglyceryl-3 methylglucose distearate
P00019,moisturising gel cream,byoma,gel_cream,6,Niacinamide,niacinamide
P00019,moisturising gel cream,byoma,gel_cream,7,Ceramide NP,ceramide np
P00019,moisturising gel cream,byoma,gel_cream,8,Cholesterol,cholesterol
P00019,moisturising gel cream,byoma,gel_cream,9,Phytosphingosine,phytosphingosine
P00019,moisturising gel cream,byoma,gel_cream,10,Camellia Sinensis Leaf Extract,camellia sinensis leaf extract
P00019,moisturising gel cream,byoma,gel_cream,11,Stearic Acid,stearic acid
P00019,moisturising gel cream,byoma,gel_cream,12,Oleic Acid,oleic acid
P00019,moisturising gel cream,byoma,gel_cream,13,Lactic Acid,lactic acid
P00019,moisturising gel cream,byoma,gel_cream,14,Hydrogenated Lecithin,hydrogenated lecithin
P00019,moisturising gel cream,byoma,gel_cream,15,Cetearyl Alcohol,cetearyl alcohol
P00019,moisturising gel cream,byoma,gel_cream,16,Panthenol,panthenol
P00019,moisturising gel cream,byoma,gel_cream,17,Carbomer,carbomer
P00019,moisturising gel cream,byoma,gel_cream,18,Xanthan Gum,xanthan gum
P00019,moisturising gel cream,byoma,gel_cream,19,Tromethamine,tromethamine
P00019,moisturising gel cream,byoma,gel_cream,20,"1,2-Hexanediol","1,2-hexanediol"
P00019,moisturising gel cream,byoma,gel_cream,21,Caprylyl Glycol,caprylyl glycol
P00019,moisturising gel cream,byoma,gel_cream,22,Hydroxyacetophenone,hydroxyacetophenone
P00019,moisturising gel cream,byoma,gel_cream,23,Caprylhydroxamic Acid,caprylhydroxamic acid
P00020,dramatically different moisturizing gel,clinique,gel,1,Water\Aqua\Eau,water
P00020,dramatically different moisturizing gel,clinique,gel,2,Dimethicone,dimethicone
P00020,dramatically different moisturizing gel,clinique,gel,3,Isododecane,isododecane
P00020,dramatically different moisturizing gel,clinique,gel,4,Butylene Glycol,butylene glycol
P00020,dramatically different moisturizing gel,clinique,gel,5,Bis-Peg-18 Methyl Ether Dimethyl Silane,bis-peg-18 methyl ether dimethyl silane
P00020,dramatically different moisturizing gel,clinique,gel,6,Glycerin,glycerin
P00020,dramatically different moisturizing gel,clinique,gel,7,Laminaria Saccharina Extract,laminaria saccharina extract
P00020,dramatically different moisturizing gel,clinique,gel,8,Polygonum Cuspidatum Root Extract,polygonum cuspidatum root extract
P00020,dramatically different moisturizing gel,clinique,gel,9,Saccharomyces Lysate Extract,saccharomyces lysate extract
P00020,dramatically different moisturizing gel,clinique,gel,10,Cucumis Sativus (Cucumber) Fruit Extract,cucumis sativus (cucumber) fruit extract
P00020,dramatically different moisturizing gel,clinique,gel,11,Hordeum Vulgare (Barley) Extract\Extrait D'Orge,hordeum vulgare (barley) extract
P00020,dramatically different moisturizing gel,clinique,gel,12,Helianthus Annuus (Sunflower) Seedcake,helianthus annuus (sunflower) seedcake
P00020,dramatically different moisturizing gel,clinique,gel,13,Caffeine,caffeine
P00020,dramatically different moisturizing gel,clinique,gel,14,Trehalose,trehalose
P00020,dramatically different moisturizing gel,clinique,gel,15,Sodium Hyaluronate,sodium hyaluronate
P00020,dramatically different moisturizing gel,clinique,gel,16,Tocopheryl Acetate,tocopheryl acetate
P00020,dramatically different moisturizing gel,clinique,gel,17,Polysilicone-11,polysilicone-11
P00020,dramatically different moisturizing gel,clinique,gel,18,Silica,silica
P00020,dramatically different moisturizing gel,clinique,gel,19,Propylene Glycol Dicaprate,propylene glycol dicaprate
P00020,dramatically different moisturizing gel,clinique,gel,20,Oleth-10,oleth-10
P00020,dramatically different moisturizing gel,clinique,gel,21,Lactobacillus Ferment,lactobacillus ferment
P00020,dramatically different moisturizing gel,clinique,gel,22,Laureth-23,laureth-23
P00020,dramatically different moisturizing gel,clinique,gel,23,Laureth-4,laureth-4
P00020,dramatically different moisturizing gel,clinique,gel,24,Ammonium Acryloyldimethyltaurate/Vp Copolymer,ammonium acryloyldimethyltaurate/vp copolymer
P00020,dramatically different moisturizing gel,clinique,gel,25,Carbomer,carbomer
P00020,dramatically different moisturizing gel,clinique,gel,26,Caprylyl Glycol,caprylyl glycol
P00020,dramatically different moisturizing gel,clinique,gel,27,Hexylene Glycol,hexylene glycol
P00020,dramatically different moisturizing gel,clinique,gel,28,Tromethamine,tromethamine
P00020,dramatically different moisturizing gel,clinique,gel,29,Disodium Edta,disodium edta
P00020,dramatically different moisturizing gel,clinique,gel,30,Phenoxyethanol,phenoxyethanol
P00020,dramatically different moisturizing gel,clinique,gel,31,Yellow 5 (Ci 19140),yellow 5 (ci 19140)
P00020,dramatically different moisturizing gel,clinique,gel,32,Red 4 (Ci 14700),red 4 (ci 14700)
P00020,dramatically different moisturizing gel,clinique,gel,33,Yellow 6 (Ci 15985),yellow 6 (ci 15985)
P00021,tolerance control soothing skin recovery balm,avène,balm,1,AVÈNE THERMAL SPRING WATER,avène thermal spring water
P00021,tolerance control soothing skin recovery balm,avène,balm,2,CAPRYLIC/CAPRIC TRIGLYCERIDE,caprylic/capric triglyceride
P00021,tolerance control soothing skin recovery balm,avène,balm,3,GLYCERIN,glycerin
P00021,tolerance control soothing skin recovery balm,avène,balm,4,CETEARYL ALCOHOL,cetearyl alcohol
P00021,tolerance control soothing skin recovery balm,avène,balm,5,BUTYROSPERMUM PARKII (SHEA) BUTTER,butyrospermum parkii butter
P00021,tolerance control soothing skin recovery balm,avène,balm,6,SQUALANE,squalane
P00021,tolerance control soothing skin recovery balm,avène,balm,7,BEESWAX,beeswax
P00021,tolerance control soothing skin recovery balm,avène,balm,8,CETEARYL GLUCOSIDE,cetearyl glucoside
P00021,tolerance control soothing skin recovery balm,avène,balm,9,CETYL ESTERS,cetyl esters
P00021,tolerance control soothing skin recovery balm,avène,balm,10,AQUAPHILUS DOLOMIAE EXTRACT FILTRATE,aquaphilus dolomiae extract filtrate
P00021,tolerance control soothing skin recovery balm,avène,balm,11,ARGININE,arginine
P00021,tolerance control soothing skin recovery balm,avène,balm,12,CITRIC ACID,citric acid
P00021,tolerance control soothing skin recovery balm,avène,balm,13,TROMETHAMINE,tromethamine
P00021,tolerance control soothing skin recovery balm,avène,balm,14,WATER,water
P00021,tolerance control soothing skin recovery balm,avène,balm,15,XANTHAN GUM,xanthan gum
P00022,protini polypeptide cream,drunk elephant,cream,1,Water/Aqua/Eau,water
P00022,protini polypeptide cream,drunk elephant,cream,2,Dicaprylyl Carbonate,dicaprylyl carbonate
P00022,protini polypeptide cream,drunk elephant,cream,3,Glycerin,glycerin
P00022,protini polypeptide cream,drunk elephant,cream,4,Cetearyl Alcohol,cetearyl alcohol
P00022,protini polypeptide cream,drunk elephant,cream,5,Cetearyl Olivate,cetearyl olivate
P00022,protini polypeptide cream,drunk elephant,cream,6,Sorbitan Olivate,sorbitan olivate
P00022,protini polypeptide cream,drunk elephant,cream,7,Sclerocarya Birrea Seed Oil,sclerocarya birrea seed oil
P00022,protini polypeptide cream,drunk elephant,cream,8,Bacillus/Folic Acid Ferment Extract,bacillus/folic acid ferment extract
P00022,protini polypeptide cream,drunk elephant,cream,9,Nymphaea Alba Root Extract,nymphaea alba root extract
P00022,protini polypeptide cream,drunk elephant,cream,10,sh-Oligopeptide-1,sh-oligopeptide-1
P00022,protini polypeptide cream,drunk elephant,cream,11,sh-Oligopeptide-2,sh-oligopeptide-2
P00022,protini polypeptide cream,drunk elephant,cream,12,sh-Polypeptide-1,sh-polypeptide-1
P00022,protini polypeptide cream,drunk elephant,cream,13,sh-Polypeptide-9,sh-polypeptide-9
P00022,protini polypeptide cream,drunk elephant,cream,14,sh-Polypeptide-11,sh-polypeptide-11
P00022,protini polypeptide cream,drunk elephant,cream,15,Copper Palmitoyl Heptapeptide-14,copper palmitoyl heptapeptide-14
P00022,protini polypeptide cream,drunk elephant,cream,16,Heptapeptide-15 Palmitate,heptapeptide-15 palmitate
P00022,protini polypeptide cream,drunk elephant,cream,17,Palmitoyl Tetrapeptide-7,palmitoyl tetrapeptide-7
P00022,protini polypeptide cream,drunk elephant,cream,18,Palmitoyl Tripeptide-1,palmitoyl tripeptide-1
P00022,protini polypeptide cream,drunk elephant,cream,19,Alanine,alanine
P00022,protini polypeptide cream,drunk elephant,cream,20,Arginine,arginine
P00022,protini polypeptide cream,drunk elephant,cream,21,Glycine,glycine
P00022,protini polypeptide cream,drunk elephant,cream,22,Histidine,histidine
P00022,protini polypeptide cream,drunk elephant,cream,23,Isoleucine,isoleucine
P00022,protini polypeptide cream,drunk elephant,cream,24,Phenylalanine,phenylalanine
P00022,protini polypeptide cream,drunk elephant,cream,25,Proline,proline
P00022,protini polypeptide cream,drunk elephant,cream,26,Serine,serine
P00022,protini polypeptide cream,drunk elephant,cream,27,Threonine,threonine
P00022,protini polypeptide cream,drunk elephant,cream,28,Valine,valine
P00022,protini polypeptide cream,drunk elephant,cream,29,Acetyl Glutamine,acetyl glutamine
P00022,protini polypeptide cream,drunk elephant,cream,30,Coconut Alkanes,coconut alkanes
P00022,protini polypeptide cream,drunk elephant,cream,31,Coco-Caprylate/Caprate,coco-caprylate/caprate
P00022,protini polypeptide cream,drunk elephant,cream,32,Sodium Hyaluronate,sodium hyaluronate
P00022,protini polypeptide cream,drunk elephant,cream,33,Aspartic Acid,aspartic acid
P00022,protini polypeptide cream,drunk elephant,cream,34,Linoleic Acid,linoleic acid
P00022,protini polypeptide cream,drunk elephant,cream,35,Linolenic Acid,linolenic acid
P00022,protini polypeptide cream,drunk elephant,cream,36,Lecithin,lecithin
P00022,protini polypeptide cream,drunk elephant,cream,37,Butylene Glycol,butylene glycol
P00022,protini polypeptide cream,drunk elephant,cream,38,Polyvinyl Alcohol,polyvinyl alcohol
P00022,protini polypeptide cream,drunk elephant,cream,39,Sodium Lactate,sodium lactate
P00022,protini polypeptide cream,drunk elephant,cream,40,Sodium PCA,sodium pca
P00022,protini polypeptide cream,drunk elephant,cream,41,PCA,pca
P00022,protini polypeptide cream,drunk elephant,cream,42,Sorbitan Isostearate,sorbitan isostearate
P00022,protini polypeptide cream,drunk elephant,cream,43,Carbomer,carbomer
P00022,protini polypeptide cream,drunk elephant,cream,44,Polysorbate 20,polysorbate 20
P00022,protini polypeptide cream,drunk elephant,cream,45,Polysorbate 60,polysorbate 60
P00022,protini polypeptide cream,drunk elephant,cream,46,Lactic Acid/Glycolic Acid Copolymer,lactic acid/glycolic acid copolymer
P00022,protini polypeptide cream,drunk elephant,cream,47,Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer,hydroxyethyl acrylate/sodium acryloyldimethyl taurate copolymer
P00022,protini polypeptide cream,drunk elephant,cream,48,Xanthan Gum,xanthan gum
P00022,protini polypeptide cream,drunk elephant,cream,49,Isomalt,isomalt
P00022,protini polypeptide cream,drunk elephant,cream,50,"1,2-Hexanediol","1,2-hexanediol"
P00022,protini polypeptide cream,drunk elephant,cream,51,Caprylyl Glycol,caprylyl glycol
P00022,protini polypeptide cream,drunk elephant,cream,52,Chlorphenesin,chlorphenesin
P00022,protini polypeptide cream,drunk elephant,cream,53,Phenoxyethanol,phenoxyethanol
P00022,protini polypeptide cream,drunk elephant,cream,54,Tocopherol,tocopherol
P00022,protini polypeptide cream,drunk elephant,cream,55,Sodium Benzoate,sodium benzoate
P00022,protini polypeptide cream,drunk elephant,cream,56,Phenylpropanol,phenylpropanol
P00022,protini polypeptide cream,drunk elephant,cream,57,Glyceryl Caprylate,glyceryl caprylate
P00022,protini polypeptide cream,drunk elephant,cream,58,Symphytum Officinale Callus Culture Extract,symphytum officinale callus culture extract
P00023,squalane + omega repair cream,biossance,cream,1,Water/Aqua/Eau,water
P00023,squalane + omega repair cream,biossance,cream,2,Caprylic/Capric Triglyceride,caprylic/capric triglyceride
P00023,squalane + omega repair cream,biossance,cream,3,Squalane,squalane
P00023,squalane + omega repair cream,biossance,cream,4,Glycerin,glycerin
P00023,squalane + omega repair cream,biossance,cream,5,Butyrospermum Parkii (Shea) Butter,butyrospermum parkii butter
P00023,squalane + omega repair cream,biossance,cream,6,Sorbitan Olivate,sorbitan olivate
P00023,squalane + omega repair cream,biossance,cream,7,Cetearyl Olivate,cetearyl olivate
P00023,squalane + omega repair cream,biossance,cream,8,Cetearyl Alcohol,cetearyl alcohol
P00023,squalane + omega repair cream,biossance,cream,9,Cetyl Palmitate,cetyl palmitate
P00023,squalane + omega repair cream,biossance,cream,10,Jojoba Esters,jojoba esters
P00023,squalane + omega repair cream,biossance,cream,11,Euterpe Oleracea Sterols,euterpe oleracea sterols
P00023,squalane + omega repair cream,biossance,cream,12,Phenoxyethanol,phenoxyethanol
P00023,squalane + omega repair cream,biossance,cream,13,Sorbitan Palmitate,sorbitan palmitate
P00023,squalane + omega repair cream,biossance,cream,14,Ceramide Np,ceramide np
P00023,squalane + omega repair cream,biossance,cream,15,Carbomer,carbomer
P00023,squalane + omega repair cream,biossance,cream,16,Tocopherol,tocopherol
P00023,squalane + omega repair cream,biossance,cream,17,Ethylhexylglycerin,ethylhexylglycerin
P00023,squalane + omega repair cream,biossance,cream,18,Sodium Hydroxide,sodium hydroxide
P00023,squalane + omega repair cream,biossance,cream,19,Sodium Gluconate,sodium gluconate
P00023,squalane + omega repair cream,biossance,cream,20,Sodium Hyaluronate,sodium hyaluronate
P00023,squalane + omega repair cream,biossance,cream,21,Linoleic Acid,linoleic acid
P00023,squalane + omega repair cream,biossance,cream,22,Oleic Acid,oleic acid
P00023,squalane + omega repair cream,biossance,cream,23,Linolenic Acid,linolenic acid
P00024,instant angel lipid-rich firming moisturizer,dieux,cream,1,water/aqua/eau,water
P00024,instant angel lipid-rich firming moisturizer,dieux,cream,2,glycerin,glycerin
P00024,instant angel lipid-rich firming moisturizer,dieux,cream,3,caprylic/capric triglyceride,caprylic/capric triglyceride
P00024,instant angel lipid-rich firming moisturizer,dieux,cream,4,squalane,squalane
P00024,instant angel lipid-rich firming moisturizer,dieux,cream,5,coconut alkanes,coconut alkanes
P00024,instant angel lipid-rich firming moisturizer,dieux,cream,6,meadowfoam estolide,meadowfoam estolide
P00024,instant angel lipid-rich firming moisturizer,dieux,cream,7,glyceryl stearate,glyceryl stearate
P00024,instant angel lipid-rich firming moisturizer,dieux,cream,8,peg-100 stearate,peg-100 stearate
P00024,instant angel lipid-rich firming moisturizer,dieux,cream,9,cetearyl alcohol,cetearyl alcohol
P00024,instant angel lipid-rich firming moisturizer,dieux,cream,10,c12-15 alkyl benzoate,c12-15 alkyl benzoate
P00024,instant angel lipid-rich firming moisturizer,dieux,cream,11,phytosteryl macadamiate,phytosteryl macadamiate
P00024,instant angel lipid-rich firming moisturizer,dieux,cream,12,coco-caprylate/caprate,coco-caprylate/caprate
P00024,instant angel lipid-rich firming moisturizer,dieux,cream,13,triheptanoin,triheptanoin
P00024,instant angel lipid-rich firming moisturizer,dieux,cream,14,caprylyl glycol,caprylyl glycol
P00024,instant angel lipid-rich firming moisturizer,dieux,cream,15,methylpropanediol,methylpropanediol
P00024,instant angel lipid-rich firming moisturizer,dieux,cream,16,linoleic acid,linoleic acid
P00024,instant angel lipid-rich firming moisturizer,dieux,cream,17,phytosterols,phytosterols
P00024,instant angel lipid-rich firming moisturizer,dieux,cream,18,phospholipids,phospholipids
P00024,instant angel lipid-rich firming moisturizer,dieux,cream,19,sodium polyacrylate,sodium polyacrylate
P00024,instant angel lipid-rich firming moisturizer,dieux,cream,20,tribehenin,tribehenin
P00024,instant angel lipid-rich firming moisturizer,dieux,cream,21,sodium pca,sodium pca
P00024,instant angel lipid-rich firming moisturizer,dieux,cream,22,urea,urea
P00024,instant angel lipid-rich firming moisturizer,dieux,cream,23,phenoxyethanol,phenoxyethanol
P00024,instant angel lipid-rich firming moisturizer,dieux,cream,24,c9-12 alkane,c9-12 alkane
P00024,instant angel lipid-rich firming moisturizer,dieux,cream,25,dipalmitoyl hydroxyproline,dipalmitoyl hydroxyproline
P00024,instant angel lipid-rich firming moisturizer,dieux,cream,26,dilinoleic acid/butanediol copolymer,dilinoleic acid/butanediol copolymer
P00024,instant angel lipid-rich firming moisturizer,dieux,cream,27,hydroxyproline palmitamide,hydroxyproline palmitamide
P00024,instant angel lipid-rich firming moisturizer,dieux,cream,28,hydroxyethyl acrylate/sodium acryloyldimethyl taurate copolymer,hydroxyethyl acrylate/sodium acryloyldimethyl taurate copolymer
P00024,instant angel lipid-rich firming moisturizer,dieux,cream,29,isohexadecane,isohexadecane
P00024,instant angel lipid-rich firming moisturizer,dieux,cream,30,trehalose,trehalose
P00024,instant angel lipid-rich firming moisturizer,dieux,cream,31,ceramide ng,ceramide ng
P00024,instant angel lipid-rich firming moisturizer,dieux,cream,32,hexylene glycol,hexylene glycol
P00024,instant angel lipid-rich firming moisturizer,dieux,cream,33,peg-10 phytosterol,peg-10 phytosterol
P00024,instant angel lipid-rich firming moisturizer,dieux,cream,34,sodium phytate,sodium phytate
P00024,instant angel lipid-rich firming moisturizer,dieux,cream,35,polysorbate 60,polysorbate 60
P00024,instant angel lipid-rich firming moisturizer,dieux,cream,36,polyquaternium-51,polyquaternium-51
P00024,instant angel lipid-rich firming moisturizer,dieux,cream,37,palmitic acid,palmitic acid
P00024,instant angel lipid-rich firming moisturizer,dieux,cream,38,triacetin,triacetin
P00024,instant angel lipid-rich firming moisturizer,dieux,cream,39,sodium isostearate,sodium isostearate
P00024,instant angel lipid-rich firming moisturizer,dieux,cream,40,castor oil/ipdi copolymer,castor oil/ipdi copolymer
P00024,instant angel lipid-rich firming moisturizer,dieux,cream,41,lactic acid,lactic acid
P00024,instant angel lipid-rich firming moisturizer,dieux,cream,42,sodium hyaluronate,sodium hyaluronate
P00024,instant angel lipid-rich firming moisturizer,dieux,cream,43,palmitoyl hexapeptide-12,palmitoyl hexapeptide-12
P00024,instant angel lipid-rich firming moisturizer,dieux,cream,44,tocopherol,tocopherol
P00025,water bank blue hyaluronic gel moisturizer,laneige,gel_cream,1,Water/Aqua/Eau,water
P00025,water bank blue hyaluronic gel moisturizer,laneige,gel_cream,2,Propanediol,propanediol
P00025,water bank blue hyaluronic gel moisturizer,laneige,gel_cream,3,Glycerin,glycerin
